DATA,horario,local,coletor,taxon,nome_comum,abundancia
19/09/2024,09:09,Ponto 10,Lorena/Paula/Pablo/Thalita/Maryane,Columba livia,pombo-doméstico,
19/09/2024,09:09,Ponto 10,Lorena/Paula/Pablo/Thalita/Maryane,Caracara plancus,carcará,
19/09/2024,09:10,Ponto 10,Lorena/Paula/Pablo/Thalita/Maryane,Pitangus sulphuratus,bem-te-vi,
19/09/2024,09:10,Ponto 10,Lorena/Paula/Pablo/Thalita/Maryane,Troglodytes aedon,curruira,
19/09/2024,09:11,Ponto 10,Lorena/Paula/Pablo/Thalita/Maryane,Passer domesticus,pardal,
19/09/2024,09:11,Ponto 10,Lorena/Paula/Pablo/Thalita/Maryane,Pieris brassicae,borboleta-da-couve,
19/09/2024,09:11,Ponto 10,Lorena/Paula/Pablo/Thalita/Maryane,Coereba flaveola,cambacica,
19/09/2024,09:11,Ponto 10,Lorena/Paula/Pablo/Thalita/Maryane,Solenopsis sp.,formiga de fogo,
19/09/2024,09:12,Ponto 10,Lorena/Paula/Pablo/Thalita/Maryane,Tyrannus melancholicus,suiriri,
19/09/2024,09:15,Ponto 10,Lorena/Paula/Pablo/Thalita/Maryane,Gomphrena globosa,perpétua rosa,
19/09/2024,09:15,Ponto 10,Lorena/Paula/Pablo/Thalita/Maryane,Parthenium hysterophorus,losna branca,
19/09/2024,09:15,Ponto 10,Lorena/Paula/Pablo/Thalita/Maryane,Spermacoce verticillata,vassourinha-de-botão,
19/09/2024,09:15,Ponto 10,Lorena/Paula/Pablo/Thalita/Maryane,Turnera subulata,xanana,
19/09/2024,09:16,Ponto 10,Lorena/Paula/Pablo/Thalita/Maryane,Richardia brasiliensis,poaia-branca,
19/09/2024,09:16,Ponto 10,Lorena/Paula/Pablo/Thalita/Maryane,Emilia sp.,emília,
19/09/2024,09:16,Ponto 10,Lorena/Paula/Pablo/Thalita/Maryane,Lycosidae,aranha lobo,
19/09/2024,09:17,Ponto 10,Lorena/Paula/Pablo/Thalita/Maryane,Salticidae,aranha-papa-mosca,
19/09/2024,09:17,Ponto 10,Lorena/Paula/Pablo/Thalita/Maryane,Algochora sp.,abelha-do-suor,
19/09/2024,,,,,,
19/09/2024,,,,,,
19/09/2024,,,,,,
19/09/2024,,,,,,
19/09/2024,,,,,,
19/09/2024,,,,,,
19/09/2024,,,,,,
19/09/2024,,,,,,
19/09/2024,,,,,,
19/09/2024,,,,,,
19/09/2024,,,,,,
19/09/2024,,,,,,
19/09/2024,,,,,,
19/09/2024,,,,,,
