DATA,horario,local,coletor,taxon,nome_comum,observacao
2024-09-05,06:11,Ponto 1,Gabriel/Clarisse/Lorena/Thallita/César,Guira guira,anú-branco,
2024-09-05,06:12,Ponto 1,Gabriel/Clarisse/Lorena/Thallita/César,Eulaema nigrita,abelha-de-orquídea,
2024-09-05,06:13,Ponto 1,Gabriel/Clarisse/Lorena/Thallita/César,Spermacoce verticillata,vassourinha-de-botão,
2024-09-05,06:13,Ponto 1,Gabriel/Clarisse/Lorena/Thallita/César,Eupetomena macroura,beija-flor-tesoura,
2024-09-05,06:13,Ponto 1,Gabriel/Clarisse/Lorena/Thallita/César,Xylocopa frontalis,mamangava / mangangá / abelha-carpinteira,
2024-09-05,06:15,Ponto 1,Gabriel/Clarisse/Lorena/Thallita/César,Sicalis flaveola,canário-da-terra,
2024-09-05,06:24,Ponto 1,Gabriel/Clarisse/Lorena/Thallita/César,Zenaida auriculata,pomba-de-bando / avoante,
2024-09-05,06:26,Ponto 1,Gabriel/Clarisse/Lorena/Thallita/César,Lepidoptera,mariposa,
2024-09-05,06:33,Ponto 2,Gabriel/Clarisse/Lorena/Thallita/César,Termitoidae,cupim,
2024-09-05,06:33,Ponto 2,Gabriel/Clarisse/Lorena/Thallita/César,Pycnoscelus surinamensis,barata-de-jardim,
2024-09-05,06:39,Ponto 2,Gabriel/Clarisse/Lorena/Thallita/César,Furnarius rufus,joão-de-barro,
2024-09-05,06:52,Ponto 3,Gabriel/Clarisse/Lorena/Thallita/César,Formicidae,formiga,
2024-09-05,06:55,Ponto 3,Gabriel/Clarisse/Lorena/Thallita/César,Lucilia sericata,mosca-verde,
2024-09-05,06:56,Ponto 3,Gabriel/Clarisse/Lorena/Thallita/César,Sicalis flaveola,canário-da-terra,
2024-09-05,06:59,Ponto 3,Gabriel/Clarisse/Lorena/Thallita/César,Troglodytes musculus,curruíra,
2024-09-05,07:00,Ponto 4,Gabriel/Clarisse/Lorena/Thallita/César,Fluvicola nengeta,lavadeira-mascarada,
2024-09-05,07:02,Ponto 4,Gabriel/Clarisse/Lorena/Thallita/César,Columba livia,pombo-doméstico,
2024-09-05,07:04,Ponto 4,Gabriel/Clarisse/Lorena/Thallita/César,Mimosa pudica,dormideira,
2024-09-05,07:06,Ponto 4,Gabriel/Clarisse/Lorena/Thallita/César,Chionomesa fimbriata,beija-flor-de-garganta-verde,
2024-09-05,07:07,Ponto 4,Gabriel/Clarisse/Lorena/Thallita/César,Zenaida auriculata,pomba-de-bando / avoante,
2024-09-05,07:11,Ponto 4,Gabriel/Clarisse/Lorena/Thallita/César,Commelina erecta,trapoeraba,
2024-09-05,07:20,Ponto 5,Gabriel/Clarisse/Lorena/Thallita/César,Solenopsis,formiga-quente / formiga-lava-pés / formiga-de-fogo,
2024-09-05,07:21,Ponto 5,Gabriel/Clarisse/Lorena/Thallita/César,Turnera subulata,xanana,
2024-09-05,07:22,Ponto 5,Gabriel/Clarisse/Lorena/Thallita/César,Cubaris murina,tatuzinho-de-jardim,
2024-09-05,07:22,Ponto 5,Gabriel/Clarisse/Lorena/Thallita/César,Juliformia,gongolo / maria-café,
2024-09-05,07:29,Ponto 6,Gabriel/Clarisse/Lorena/Thallita/César,Zenaida auriculata,pomba-de-bando / avoante,
2024-09-05,07:30,Ponto 6,Gabriel/Clarisse/Lorena/Thallita/César,Furnarius rufus,joão-de-barro,
2024-09-05,07:33,Ponto 6,Gabriel/Clarisse/Lorena/Thallita/César,Lepidoptera,mariposa,
2024-09-05,07:36,Ponto 6,Gabriel/Clarisse/Lorena/Thallita/César,Vanellus chilensis,quero-quero,
2024-09-05,07:37,Ponto 6,Gabriel/Clarisse/Lorena/Thallita/César,Hymenoptera,vespa,
2024-09-05,07:41,Ponto 7,Gabriel/Clarisse/Lorena/Thallita/César,Pitangus sulphuratus,bem-te-vi,
2024-09-05,07:42,Ponto 7,Gabriel/Clarisse/Lorena/Thallita/César,Siproeta stelenes,borboleta-malaquita,
2024-09-05,07:43,Ponto 7,Gabriel/Clarisse/Lorena/Thallita/César,Stilpnia cayana,saíra-amarela,
2024-09-05,07:45,Ponto 7,Gabriel/Clarisse/Lorena/Thallita/César,Formicidae,formiga,
2024-09-05,07:47,Ponto 7,Gabriel/Clarisse/Lorena/Thallita/César,Talinum fruticosum,beldroega-grande,
2024-09-05,07:49,Ponto 7,Gabriel/Clarisse/Lorena/Thallita/César,Thraupis palmarum,sanhaço-do-coqueiro,
2024-09-05,07:49,Ponto 7,Gabriel/Clarisse/Lorena/Thallita/César,Columba livia,pombo-doméstico,
2024-09-05,07:49,Ponto 7,Gabriel/Clarisse/Lorena/Thallita/César,Crotophaga ani,anú-preto,
2024-09-05,07:55,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/César,Crotophaga ani,anú-preto,
2024-09-05,07:56,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/César,Solenopsis,formiga-quente,
2024-09-05,07:57,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/César,Xylocopa frontalis,mamangava / mangangá / abelha-carpinteira,
2024-09-05,08:00,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/César,Hamadryas,boboleta-estala-pau,
2024-09-05,08:03,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/César,Fluvicola nengeta,lavadeira-mascarada,
2024-09-05,08:03,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/César,Pentatomidae,maria-fedida,
2024-09-05,08:05,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/César,Juliformia,gongolo / maria-café ,
2024-09-05,08:07,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/César,Anartia jatrophae,borboleta-pavão-branco,
2024-09-05,08:08,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/César,Hymenoptera,vespa,
2024-09-05,08:18,Ponto 9,Gabriel/Clarisse/Lorena/Thallita/César,Coereba flaveola,cambacica (cebinho),
2024-09-05,08:18,Ponto 9,Gabriel/Clarisse/Lorena/Thallita/César,Tyrannus melancholicus,suiriri,
2024-09-05,08:29,Ponto 10,Gabriel/Clarisse/Lorena/Thallita/César,Picumnus cirratus,picapauzinho-barrado,
2024-09-05,08:30,Ponto 10,Gabriel/Clarisse/Lorena/Thallita/César,Thraupis sayaca,sanhaçu-cinzento,
2024-09-05,08:30,Ponto 10,Gabriel/Clarisse/Lorena/Thallita/César,Misumenops maculissparsus,aranha-caranguejo,
2024-09-05,08:34,Ponto 10,Gabriel/Clarisse/Lorena/Thallita/César,Columba livia,pombo-doméstico,
2024-09-05,08:35,Ponto 10,Gabriel/Clarisse/Lorena/Thallita/César,Zenaida auriculata,pomba-de-bando,
2024-09-12,06:18,Ponto 10,Gabriel/Clarisse/Lorena/Thallita/Pablo,Hymenoptera,vespa,
2024-09-12,06:18,Ponto 10,Gabriel/Clarisse/Lorena/Thallita/Pablo,Crotophaga ani,anú-preto,
2024-09-12,06:19,Ponto 10,Gabriel/Clarisse/Lorena/Thallita/Pablo,Columba livia,pombo-doméstico,
2024-09-12,06:21,Ponto 10,Gabriel/Clarisse/Lorena/Thallita/Pablo,Turnera subulata,xanana,
2024-09-12,06:21,Ponto 10,Gabriel/Clarisse/Lorena/Thallita/Pablo,Formicidae,formiga,
2024-09-12,06:21,Ponto 10,Gabriel/Clarisse/Lorena/Thallita/Pablo,Thraupis palmarum,sanhaço-do-coqueiro,
2024-09-12,06:21,Ponto 10,Gabriel/Clarisse/Lorena/Thallita/Pablo,Molothrus bonariensis,pássaro-preto / chupim,
2024-09-12,06:22,Ponto 10,Gabriel/Clarisse/Lorena/Thallita/Pablo,Furnarius rufus,joão-de-barro,
2024-09-12,06:22,Ponto 10,Gabriel/Clarisse/Lorena/Thallita/Pablo,Pitangus sulphuratus,bem-te-vi,
2024-09-12,06:22,Ponto 10,Gabriel/Clarisse/Lorena/Thallita/Pablo,Zenaida auriculata,pomba-de-bando,
2024-09-12,06:22,Ponto 10,Gabriel/Clarisse/Lorena/Thallita/Pablo,Nemosia pileata,saíra-de-chapéu-preto,
2024-09-12,06:22,Ponto 10,Gabriel/Clarisse/Lorena/Thallita/Pablo,Caracara plancus,carcará,
2024-09-12,06:23,Ponto 10,Gabriel/Clarisse/Lorena/Thallita/Pablo,Progne tapera,andorinha-do-campo,
2024-09-12,06:23,Ponto 10,Gabriel/Clarisse/Lorena/Thallita/Pablo,Ramalina complanata,,
2024-09-12,06:23,Ponto 10,Gabriel/Clarisse/Lorena/Thallita/Pablo,Tillandsia stricta,cravo-do-mato,
2024-09-12,06:24,Ponto 10,Gabriel/Clarisse/Lorena/Thallita/Pablo,Lepidoptera,mariposa,
2024-09-12,06:25,Ponto 10,Gabriel/Clarisse/Lorena/Thallita/Pablo,Picumnus cirratus,picapauzinho-barrado,
2024-09-12,06:25,Ponto 10,Gabriel/Clarisse/Lorena/Thallita/Pablo,Trigona spinipes,abelha-cachorro,
2024-09-12,06:27,Ponto 10,Gabriel/Clarisse/Lorena/Thallita/Pablo,Columbina talpacoti,rolinha-roxa,
2024-09-12,06:28,Ponto 10,Gabriel/Clarisse/Lorena/Thallita/Pablo,Tyrannus melancholicus,suiriri,
2024-09-12,06:31,Ponto 10,Gabriel/Clarisse/Lorena/Thallita/Pablo,Coereba flaveola,cambacica / cebinho,
2024-09-12,06:32,Ponto 10,Gabriel/Clarisse/Lorena/Thallita/Pablo,Sicalis flaveola,canário-da-terra,
2024-09-12,06:32,Ponto 10,Gabriel/Clarisse/Lorena/Thallita/Pablo,Vanellus chilensis,quero-quero,
2024-09-12,06:33,Ponto 10,Gabriel/Clarisse/Lorena/Thallita/Pablo,Progne tapera,andorinha-do-campo,
2024-09-12,06:34,Ponto 9,Gabriel/Clarisse/Lorena/Thallita/Pablo,Tillandsia stricta,cravo-do-mato,
2024-09-12,06:35,Ponto 9,Gabriel/Clarisse/Lorena/Thallita/Pablo,Argiope argentata,aranha-de-prata,
2024-09-12,06:35,Ponto 9,Gabriel/Clarisse/Lorena/Thallita/Pablo,Agaricus,fungo,
2024-09-12,06:36,Ponto 9,Gabriel/Clarisse/Lorena/Thallita/Pablo,Fidicini,cigarra,
2024-09-12,06:36,Ponto 9,Gabriel/Clarisse/Lorena/Thallita/Pablo,Todirostrum cinereum,ferreirinho-relógio,
2024-09-12,06:36,Ponto 9,Gabriel/Clarisse/Lorena/Thallita/Pablo,Sicalis flaveola,canário-da-terra,
2024-09-12,06:37,Ponto 9,Gabriel/Clarisse/Lorena/Thallita/Pablo,Heteroptera,percevejo,
2024-09-12,06:38,Ponto 9,Gabriel/Clarisse/Lorena/Thallita/Pablo,Bryophyta,musgo,
2024-09-12,06:39,Ponto 9,Gabriel/Clarisse/Lorena/Thallita/Pablo,Solenopsis,formiga-quente,
2024-09-12,06:40,Ponto 9,Gabriel/Clarisse/Lorena/Thallita/Pablo,Formicidae,formiga,
2024-09-12,06:40,Ponto 9,Gabriel/Clarisse/Lorena/Thallita/Pablo,Blaberoidea,barata,
2024-09-12,06:41,Ponto 9,Gabriel/Clarisse/Lorena/Thallita/Pablo,Culicidae,mosquito,
2024-09-12,06:44,Ponto 9,Gabriel/Clarisse/Lorena/Thallita/Pablo,Euphonia chlorotica,fim-fim,
2024-09-12,06:45,Ponto 9,Gabriel/Clarisse/Lorena/Thallita/Pablo,Columbina livia,pombo-doméstico,
2024-09-12,06:46,Ponto 9,Gabriel/Clarisse/Lorena/Thallita/Pablo,Tridax procumbens,erva-de-touro,
2024-09-12,06:48,Ponto 9,Gabriel/Clarisse/Lorena/Thallita/Pablo,Eulaema nigrita,abelha-de-orquídea,
2024-09-12,06:48,Ponto 9,Gabriel/Clarisse/Lorena/Thallita/Pablo,Sicalis flaveola,canário-da-terra,
2024-09-12,06:51,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Tapera naevia,saci,
2024-09-12,06:51,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Tropidurus torquatus,calango,
2024-09-12,06:52,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Ruellia blechum,camarão-verde,
2024-09-12,06:52,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Polybia,vespa,
2024-09-12,06:53,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Tridax procumbens,erva-de-touro,
2024-09-12,06:53,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Gomphrena globosa,perpétua-rosa,
2024-09-12,06:54,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Euphorbia hirta,erva-de-santa-luzia,
2024-09-12,06:55,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Parthenium hysterophorus,losna-branca,
2024-09-12,06:55,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Mimosa pudica,dormideira,
2024-09-12,06:56,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Talinum fruticosum,beldroega-grande,
2024-09-12,06:57,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Amaranthus viridis,caruru-de-mancha,
2024-09-12,06:57,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Cynodon dactylon,grama-bermuda,
2024-09-12,06:57,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Cyperus rotundus,tiririca,
2024-09-12,06:58,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Turnera subulata,xanana,
2024-09-12,06:58,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Coronopus didymus,mastruz-rasteiro,
2024-09-12,06:59,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Troglodytes musculus,curruíra,
2024-09-12,06:59,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Nephilingis cruentata,maria-bola,
2024-09-12,07:00,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Gryllidae,grilo,
2024-09-12,07:00,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Pitangus sulphuratus,bem-te-vi,
2024-09-12,07:00,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Lepidoptera,mariposa,
2024-09-12,07:00,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Heteroptera,percevejo,
2024-09-12,07:01,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Tyrannus melancholicus,suiriri,
2024-09-12,07:01,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Columbina talpacoti,rolinha-roxa,
2024-09-12,07:01,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Fluvicola nengeta,lavadeira-mascarada,
2024-09-12,07:01,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Sicalis flaveola,canário-da-terra,
2024-09-12,07:01,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Thraupis palmarum,sanhaço-do-coqueiro,
2024-09-12,07:01,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Coragyps atratus,urubu-de-cabeça-preta,
2024-09-12,07:01,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Lycogala,fungo,
2024-09-12,07:02,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Hemidactylus mabouia,lagartixa-doméstica,
2024-09-12,07:02,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Camponotus cruentatus,formiga-carpinteira,
2024-09-12,07:03,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Cubaris murina,tatuzinho-de-jardim,
2024-09-12,07:03,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Oxalis corniculata,trevo-azedinho,
2024-09-12,07:04,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Junonia evarete,borboleta-olho-de-pavão-diúrno,
2024-09-12,07:04,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Turdus leucomelas,sabiá-barranco,
2024-09-12,07:06,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Euphonia chlorotica,fim-fim,
2024-09-12,07:06,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Elaenia flavogaster,guaracava-de-barriga-amarela,
2024-09-12,07:08,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Aramides saracura,saracura-do-mato,
2024-09-12,07:08,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Sicalis flaveola,canário-da-terra,
2024-09-12,07:08,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Mormodica charantia,melão-de-são-caetano,
2024-09-12,07:09,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Thunbergia alata,susana-dos-olhos-negros,
2024-09-12,07:10,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Ipomoea,ipoméia,
2024-09-12,07:11,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Tangara cayana,saíra-amarela,
2024-09-12,07:16,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Xylocopa frontalis,mamangava  mangangá,
2024-09-12,07:16,Ponto 8,Gabriel/Clarisse/Lorena/Thallita/Pablo,Solanum paniculatum,jurubeba,
2024-09-12,07:13,Ponto 7,Gabriel/Clarisse/Lorena/Thallita/Pablo,Crotophaga ani,anú-preto,
2024-09-12,07:14,Ponto 7,Gabriel/Clarisse/Lorena/Thallita/Pablo,Columbina talpacoti,rolinha-roxa,
2024-09-12,07:14,Ponto 7,Gabriel/Clarisse/Lorena/Thallita/Pablo,Pitangus sulphuratus,bem-te-vi,
2024-09-12,07:15,Ponto 7,Gabriel/Clarisse/Lorena/Thallita/Pablo,Patagioenas picazuro,asa-branca,
2024-09-12,07:15,Ponto 7,Gabriel/Clarisse/Lorena/Thallita/Pablo,Thraupis palmarum,sanhaço-do-coqueiro,
2024-09-12,07:16,Ponto 7,Gabriel/Clarisse/Lorena/Thallita/Pablo,Coragyps atratus,urubu-de-cabeça-preta,
2024-09-12,07:16,Ponto 7,Gabriel/Clarisse/Lorena/Thallita/Pablo,Conirostrum speciosum,figuinha-de-rabo-castanho,
2024-09-12,07:21,Ponto 7,Gabriel/Clarisse/Lorena/Thallita/Pablo,Pycnoscelus surinamensis,barata-de-jardim,
2024-09-12,07:23,Ponto 7,Gabriel/Clarisse/Lorena/Thallita/Pablo,Tangara cayana,saíra-amarela,
2024-09-12,07:23,Ponto 7,Gabriel/Clarisse/Lorena/Thallita/Pablo,Priva lappulacea,carrapicho,
2024-09-12,07:24,Ponto 7,Gabriel/Clarisse/Lorena/Thallita/Pablo,Sicalis flaveola,canário-da-terra,
2024-09-12,07:24,Ponto 7,Gabriel/Clarisse/Lorena/Thallita/Pablo,Juliformia,maria-café (gongolo),
2024-09-12,07:25,Ponto 7,Gabriel/Clarisse/Lorena/Thallita/Pablo,Bradybaena similaris,caracol-asiático,
2024-09-12,07:26,Ponto 7,Gabriel/Clarisse/Lorena/Thallita/Pablo,Ruellia blechum,camarão-verde,
2024-09-12,07:26,Ponto 7,Gabriel/Clarisse/Lorena/Thallita/Pablo,Talinum fruticosum,beldroega-grande,
2024-09-12,07:26,Ponto 7,Gabriel/Clarisse/Lorena/Thallita/Pablo,Hymenoptera,vespa,
2024-09-12,07:26,Ponto 7,Gabriel/Clarisse/Lorena/Thallita/Pablo,Euphonia chlorotica,fim-fim,
2024-09-12,07:26,Ponto 7,Gabriel/Clarisse/Lorena/Thallita/Pablo,Solenopsis,formiga-quente,
2024-09-12,07:27,Ponto 6,Gabriel/Clarisse/Lorena/Thallita/Pablo,Tyrannus melancholicus,suiriri,
2024-09-12,07:30,Ponto 6,Gabriel/Clarisse/Lorena/Thallita/Pablo,Sicalis flaveola,canário-da-terra,
2024-09-12,07:30,Ponto 6,Gabriel/Clarisse/Lorena/Thallita/Pablo,Zenaida auriculata,pomba-de-bando,
2024-09-12,07:30,Ponto 6,Gabriel/Clarisse/Lorena/Thallita/Pablo,Coereba flaveola,cambacica (cebinho),
2024-09-12,07:32,Ponto 6,Gabriel/Clarisse/Lorena/Thallita/Pablo,Columbina picui,rolinha-picuí,
2024-09-12,07:32,Ponto 6,Gabriel/Clarisse/Lorena/Thallita/Pablo,Patagioenas picazuro,asa-branca,
2024-09-12,07:32,Ponto 6,Gabriel/Clarisse/Lorena/Thallita/Pablo,Dysdercus,percevejo-manchador,
2024-09-12,07:32,Ponto 6,Gabriel/Clarisse/Lorena/Thallita/Pablo,Eupetomena macroura,beija-flor-tesoura,
2024-09-12,07:32,Ponto 6,Gabriel/Clarisse/Lorena/Thallita/Pablo,Tillandsia stricta,cravo-do-mato,
2024-09-12,07:33,Ponto 6,Gabriel/Clarisse/Lorena/Thallita/Pablo,Vespidae,marimbondo,
2024-09-12,07:34,Ponto 6,Gabriel/Clarisse/Lorena/Thallita/Pablo,Solenopsis,formiga-quente,
2024-09-12,07:34,Ponto 6,Gabriel/Clarisse/Lorena/Thallita/Pablo,Hymenoptera,vespa,
2024-09-12,07:34,Ponto 6,Gabriel/Clarisse/Lorena/Thallita/Pablo,Columbina talpacoti,rolinha-roxa,
2024-09-12,07:35,Ponto 6,Gabriel/Clarisse/Lorena/Thallita/Pablo,Furnarius rufus,joão-de-barro,
2024-09-12,07:35,Ponto 6,Gabriel/Clarisse/Lorena/Thallita/Pablo,Lepidoptera,mariposa,
2024-09-12,07:35,Ponto 6,Gabriel/Clarisse/Lorena/Thallita/Pablo,Turnera subulata,xanana,
2024-09-12,07:36,Ponto 6,Gabriel/Clarisse/Lorena/Thallita/Pablo,Polybia,vespa,
2024-09-12,07:36,Ponto 6,Gabriel/Clarisse/Lorena/Thallita/Pablo,Falco sparverius,quiriquiri,
2024-09-12,07:36,Ponto 5,Gabriel/Clarisse/Lorena/Thallita/Pablo,Picumnus cirratus,pica-pauzinho-barrado,
2024-09-12,07:38,Ponto 5,Gabriel/Clarisse/Lorena/Thallita/Pablo,Furnarius rufus,joão-de-barro,
2024-09-12,07:39,Ponto 5,Gabriel/Clarisse/Lorena/Thallita/Pablo,Tyrannus melancholicus,suiriri,
2024-09-12,07:39,Ponto 5,Gabriel/Clarisse/Lorena/Thallita/Pablo,Columbina picui,rolinha-picuí,
2024-09-12,07:39,Ponto 5,Gabriel/Clarisse/Lorena/Thallita/Pablo,Furnarius figulus,casaca-de-couro-da-lama,
2024-09-12,07:42,Ponto 5,Gabriel/Clarisse/Lorena/Thallita/Pablo,Eupetomena macroura,beija-flor-tesoura,
2024-09-12,07:42,Ponto 5,Gabriel/Clarisse/Lorena/Thallita/Pablo,Falco sparverius,quiriquiri,
2024-09-12,07:42,Ponto 5,Gabriel/Clarisse/Lorena/Thallita/Pablo,Molothrus,pássaro-preto (chopim),
2024-09-12,07:43,Ponto 5,Gabriel/Clarisse/Lorena/Thallita/Pablo,Progne tapera,andorinha-do-campo,
2024-09-12,07:43,Ponto 5,Gabriel/Clarisse/Lorena/Thallita/Pablo,Myiozetetes similis,bentevizinho-de-penacho-vermelho,
2024-09-12,07:43,Ponto 5,Gabriel/Clarisse/Lorena/Thallita/Pablo,Todirostrum cinereum,ferreirinho-relógio,
2024-09-12,07:44,Ponto 5,Gabriel/Clarisse/Lorena/Thallita/Pablo,Zenaida auriculata,pomba-de-bando,
2024-09-12,07:45,Ponto 5,Gabriel/Clarisse/Lorena/Thallita/Pablo,Turdus leucomelas,sabiá-barranco,
2024-09-12,07:46,Ponto 4,Gabriel/Clarisse/Lorena/Thallita/Pablo,Euphonia chlorotica,fim-fim,
2024-09-12,07:50,Ponto 4,Gabriel/Clarisse/Lorena/Thallita/Pablo,Sicalis flaveola,canário-da-terra,
2024-09-12,07:50,Ponto 4,Gabriel/Clarisse/Lorena/Thallita/Pablo,Columbina talpacoti,rolinha-roxa,
2024-09-12,07:51,Ponto 4,Gabriel/Clarisse/Lorena/Thallita/Pablo,Vespidae,marimbondo,
2024-09-12,07:51,Ponto 4,Gabriel/Clarisse/Lorena/Thallita/Pablo,Thraupis palmarum,sanhaço-do-coqueiro,
2024-09-12,07:51,Ponto 4,Gabriel/Clarisse/Lorena/Thallita/Pablo,Pygochelidon cyanoleuca,andorinha-pequena-de-casa,
2024-09-12,07:52,Ponto 4,Gabriel/Clarisse/Lorena/Thallita/Pablo,Zenaida auriculata,pomba-de-bando,
2024-09-12,07:53,Ponto 4,Gabriel/Clarisse/Lorena/Thallita/Pablo,Coragyps atratus,urubu-de-cabeça-preta,
2024-09-12,07:54,Ponto 3,Gabriel/Clarisse/Lorena/Thallita/Pablo,Tillandsia stricta,cravo-do-mato,
2024-09-12,08:00,Ponto 3,Gabriel/Clarisse/Lorena/Thallita/Pablo,Troglodytes musculus,curruíra,
2024-09-12,08:01,Ponto 3,Gabriel/Clarisse/Lorena/Thallita/Pablo,Todirostrum cinereum,ferreirinho-relógio,
2024-09-12,08:02,Ponto 2,Gabriel/Clarisse/Lorena/Thallita/Pablo,Athene cunicularia,coruja-buraqueira,
2024-09-12,08:04,Ponto 2,Gabriel/Clarisse/Lorena/Thallita/Pablo,Sicalis flaveola,canário-da-terra,
2024-09-12,08:06,Ponto 2,Gabriel/Clarisse/Lorena/Thallita/Pablo,Formicidae,formiga,
2024-09-12,08:07,Ponto 1,Gabriel/Clarisse/Lorena/Thallita/Pablo,Sicalis flaveola,canário-da-terra,
2024-09-12,08:07,Ponto 1,Gabriel/Clarisse/Lorena/Thallita/Pablo,Tyrannus melancholicus,suiriri,
2024-09-12,08:07,Ponto 1,Gabriel/Clarisse/Lorena/Thallita/Pablo,Xylocopa frontalis,mamangava,
2024-09-12,08:09,Ponto 1,Gabriel/Clarisse/Lorena/Thallita/Pablo,Eupetomena macroura,beija-flor-tesoura,
2024-09-12,08:09,Ponto 1,Gabriel/Clarisse/Lorena/Thallita/Pablo,Columbina talpacoti,rolinha-roxa,
2024-09-12,08:09,Ponto 1,Gabriel/Clarisse/Lorena/Thallita/Pablo,Columbina picui,rolinha-picuí,
2024-09-12,08:09,Ponto 1,Gabriel/Clarisse/Lorena/Thallita/Pablo,Coereba flaveola,cambacica (cebinho),
2024-09-12,08:10,Ponto 1,Gabriel/Clarisse/Lorena/Thallita/Pablo,Eupetomena macroura,beija-flor-tesoura,
2024-09-12,08:11,Ponto 1,Gabriel/Clarisse/Lorena/Thallita/Pablo,Euphonia chlorotica,fim-fim,
2024-09-12,08:12,Ponto 1,Gabriel/Clarisse/Lorena/Thallita/Pablo,Zenaida auriculata,pomba-de-bando,
2024-09-12,08:12,Ponto 1,Gabriel/Clarisse/Lorena/Thallita/Pablo,Tillandsia stricta,cravo-do-mato,
2024-09-12,08:12,Ponto 1,Gabriel/Clarisse/Lorena/Thallita/Pablo,Eulaema nigrita,abelha-de-orquídea,
2024-09-19,06:08,Ponto 1,Lorena/Paula/Pablo/Thalita/Maryane,Coereba flaveola,cambacica (cebinho),
2024-09-19,06:08,Ponto 1,Lorena/Paula/Pablo/Thalita/Maryane,Eupetomena macroura,beija-flor-tesoura,
2024-09-19,06:09,Ponto 1,Lorena/Paula/Pablo/Thalita/Maryane,Patagioenas picazuro,asa-branca,
2024-09-19,06:09,Ponto 1,Lorena/Paula/Pablo/Thalita/Maryane,Trigona spinipes,abelha-cachorro,
2024-09-19,06:09,Ponto 1,Lorena/Paula/Pablo/Thalita/Maryane,Tyrannus melancholicus,suiriri,
2024-09-19,06:09,Ponto 1,Lorena/Paula/Pablo/Thalita/Maryane,Sicalis flaveola,canário-da-terra,
2024-09-19,06:09,Ponto 1,Lorena/Paula/Pablo/Thalita/Maryane,Volatinia jacarina,tiziu,
2024-09-19,06:09,Ponto 1,Lorena/Paula/Pablo/Thalita/Maryane,Spermacoce verticillata,vassourinha-de-botão,
