DATA,horario,local,coletor,taxon,nome_comum,observacao
2024-10-24,07:35,Ponto 7,Lorena/Gabriel/Pablo/Thalita,Patagioenas picazuro,asa-branca,
2024-10-24,07:36,Ponto 7,Lorena/Gabriel/Pablo/Thalita,Mormodica charantia,melão-de-são-caetano,
2024-10-24,07:36,Ponto 7,Lorena/Gabriel/Pablo/Thalita,Trema micrantha,periquiteira,
2024-10-24,07:36,Ponto 7,Lorena/Gabriel/Pablo/Thalita,Baccharis dracunculifolia,vassoura,
2024-10-24,07:37,Ponto 7,Lorena/Gabriel/Pablo/Thalita,Cissus verticillata,uva-do-mato,
2024-10-24,07:37,Ponto 7,Lorena/Gabriel/Pablo/Thalita,Tridax procumbens,erva-de-touro,
2024-10-24,07:37,Ponto 7,Lorena/Gabriel/Pablo/Thalita,Althernantera,erva-jacaré,
2024-10-24,07:37,Ponto 7,Lorena/Gabriel/Pablo/Thalita,Alysicarpus vaginalis,,
2024-10-24,07:37,Ponto 7,Lorena/Gabriel/Pablo/Thalita,Desmodium incanum,pega-pega,
2024-10-24,07:40,Ponto 7,Lorena/Gabriel/Pablo/Thalita,,cogumelo 3,
2024-10-24,07:40,Ponto 7,Lorena/Gabriel/Pablo/Thalita,Elaenia flavogaster,guaracava-de-barriga-amarela,
2024-10-24,07:40,Ponto 7,Lorena/Gabriel/Pablo/Thalita,Coereba flaveola,cambacica,
2024-10-24,07:40,Ponto 7,Lorena/Gabriel/Pablo/Thalita,Struthanthus flexicaulis,erva-de-passarinho,
2024-10-24,07:40,Ponto 7,Lorena/Gabriel/Pablo/Thalita,Euphonia chlorotica,fim-fim,
2024-10-24,07:47,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Thraupis sayaca,sanhaço-cinzento,
2024-10-24,07:47,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Columbina talpacoti,rolinha-roxa,
2024-10-24,07:48,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Sicalis flaveola,canário-da-terra,
2024-10-24,07:48,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Coragyps atratus,urubu-de-cabeça-preta,
2024-10-24,07:48,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Pitangus sulphuratus,bem-te-vi,
2024-10-24,07:48,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Myiozetetes similis,bentevizinho-de-penacho-vermelho,
2024-10-24,07:48,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Tyrannus melancholicus,suiriri,
2024-10-24,07:48,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Turnera subulata,xanana,
2024-10-24,07:48,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Polistes lanio,marimbondo,
2024-10-24,07:48,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Desmodium incanum,pega-pega,
2024-10-24,07:48,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Sonchus oleraceus,serralha,
2024-10-24,07:49,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Spermacoce verticillata,vassourinha-de-botão,
2024-10-24,07:49,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Conirostrum speciosum,figuinha-de-rabo-castanho,
2024-10-24,07:49,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Tillandsia stricta,cravo-do-mato,
2024-10-24,07:49,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Tyrannus melancholicus,suiriri,
2024-10-24,07:49,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Patagioenas picazuro,asa-branca,
2024-10-24,07:49,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Hemiargus hanno,borboleta-azulzinha-do-trevo,
2024-10-24,07:49,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Zenaida auriculata,pomba-de-bando,
2024-10-24,07:50,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Chionomesa fimbriata,beija-flor-de-garganta-verde,
2024-10-24,07:50,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Gomphrena celosioides,perpétua-branca,
2024-10-24,07:50,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Euphonia chlorotica,fim-fim,
2024-10-24,07:50,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Troglodytes musculus,curruíra,
2024-10-24,07:50,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Setaria parviflora,capim-rabo-de-raposa,
2024-10-24,07:52,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Panicum maximum,capim-colonião,
2024-10-24,07:52,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Todirostrum cinereum,ferreirinho-relógio,
2024-10-24,07:52,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Asiopus minimus,tenébrio,
2024-10-24,07:52,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Vanellus chilensis,quero-quero,
2024-10-24,07:52,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Tridax procumbens,erva-de-touro,
2024-10-24,07:52,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Alysicarpus vaginalis,,
2024-10-24,07:52,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Orphulella,gafanhoto,
2024-10-24,07:52,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Neoponera foetida,formiga,
2024-10-24,07:56,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Lantana camara,lantana,
2024-10-24,07:56,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Chrysothrix xanthina,,
2024-10-24,07:56,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Euphorbia hirta,erva-de-santa-luzia,
2024-10-24,07:56,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Macroptilium atropurpureum,feijão-de-pombo,
2024-10-24,07:56,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Indigofera hirsuta,anileira,
2024-10-24,07:57,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Alternanthera,erva-jacaré,
2024-10-24,08:00,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Alpaida versicolor,aranha,
2024-10-24,08:01,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Lycosidae,aranhas-lobo,
2024-10-24,08:02,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Xylocopa frontalis,mamangava,
2024-10-24,08:02,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Oxalis barrelieri,erva-azedinha,
2024-10-24,08:03,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Nemosia pileata,saira-chapéu-preto,
2024-10-24,08:03,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Setophaga pitiayumi,mariquita,
2024-10-24,08:03,Ponto 6,Lorena/Gabriel/Pablo/Thalita,Conirostrum speciosum,figuinha-de-rabo-castanho,
2024-10-24,08:06,Ponto 5,Lorena/Gabriel/Pablo/Thalita,Acromyrmex,quém-quém,
2024-10-24,08:06,Ponto 5,Lorena/Gabriel/Pablo/Thalita,Nephilingis cruentata,maria-bola,
2024-10-24,08:06,Ponto 5,Lorena/Gabriel/Pablo/Thalita,Thraupis sayaca,sanhaço-cinzento,
2024-10-24,08:07,Ponto 5,Lorena/Gabriel/Pablo/Thalita,Ptagioenas picazuro,asa-branca,
2024-10-24,08:07,Ponto 5,Lorena/Gabriel/Pablo/Thalita,Progne tapera,andorinha-do-campo,
2024-10-24,08:07,Ponto 5,Lorena/Gabriel/Pablo/Thalita,Sicalis flaveola,canário-da-terra,
2024-10-24,08:07,Ponto 5,Lorena/Gabriel/Pablo/Thalita,Talinum fruticosum,beldroega-grande,
2024-10-24,08:07,Ponto 5,Lorena/Gabriel/Pablo/Thalita,Columbina talpacoti,rolinha-roxa,
2024-10-24,08:07,Ponto 5,Lorena/Gabriel/Pablo/Thalita,Tyrannus melancholicus,suiriri,
2024-10-24,08:07,Ponto 5,Lorena/Gabriel/Pablo/Thalita,Mormodica charantia,melão-de-são-caetano,
2024-10-24,08:07,Ponto 5,Lorena/Gabriel/Pablo/Thalita,Piperacea,,
2024-10-24,08:07,Ponto 5,Lorena/Gabriel/Pablo/Thalita,Tropidurus torquatus,calango,
2024-10-24,08:07,Ponto 5,Lorena/Gabriel/Pablo/Thalita,Phoebis,borboleta-amarela,
2024-10-24,08:07,Ponto 5,Lorena/Gabriel/Pablo/Thalita,Atta,saúva,
2024-10-24,08:13,Ponto 5,Lorena/Gabriel/Pablo/Thalita,Coragyps atratus,urubu-de-cabeça-preta,
2024-10-24,08:13,Ponto 5,Lorena/Gabriel/Pablo/Thalita,Troglodytes musculus,curruíra,
2024-10-24,08:13,Ponto 5,Lorena/Gabriel/Pablo/Thalita,Elaenia flavogaster,guaracava-de-barriga-amarela,
2024-10-24,08:14,Ponto 5,Lorena/Gabriel/Pablo/Thalita,Zenaida auriculata,pomba-de-bando,
2024-10-24,08:14,Ponto 5,Lorena/Gabriel/Pablo/Thalita,Rupornis magnirostris,gavião-carijó,
2024-10-24,08:24,Ponto 4,Lorena/Gabriel/Pablo/Thalita,Digitaria insularis,capim-amargoso,
2024-10-24,08:24,Ponto 4,Lorena/Gabriel/Pablo/Thalita,Setaria parviflora,capim-rabo-de-raposa,
2024-10-24,08:24,Ponto 4,Lorena/Gabriel/Pablo/Thalita,Richardia brasiliensis,poaia-branca,
2024-10-24,08:24,Ponto 4,Lorena/Gabriel/Pablo/Thalita,Desmodium incanum,pega-pega,
2024-10-24,08:25,Ponto 4,Lorena/Gabriel/Pablo/Thalita,Phyllanthus tenellus,quebra-pedra,
2024-10-24,08:25,Ponto 4,Lorena/Gabriel/Pablo/Thalita,Atta,saúva,
2024-10-24,08:25,Ponto 4,Lorena/Gabriel/Pablo/Thalita,Eleusine indica,capim-pé-de-galinha,
2024-10-24,08:25,Ponto 4,Lorena/Gabriel/Pablo/Thalita,Trema micrantha,periquiteira,
2024-10-24,08:25,Ponto 4,Lorena/Gabriel/Pablo/Thalita,Chamaecrista rotundifolia,alfafa-nativa,
2024-10-24,08:25,Ponto 4,Lorena/Gabriel/Pablo/Thalita,Todirostrum cinereum,ferreirinho-relógio,
2024-10-24,08:25,Ponto 4,Lorena/Gabriel/Pablo/Thalita,Spermacoce verticillata,vassourinha-de-botão,
2024-10-24,08:25,Ponto 4,Lorena/Gabriel/Pablo/Thalita,Turnera subulata,xanana,
2024-10-24,08:25,Ponto 4,Lorena/Gabriel/Pablo/Thalita,Cyanthillium cinereum,emília,
2024-10-24,08:25,Ponto 4,Lorena/Gabriel/Pablo/Thalita,Solanum americanum,maria-preta,
2024-10-24,08:25,Ponto 4,Lorena/Gabriel/Pablo/Thalita,Cissus verticillata,uva-do-mato,
2024-10-24,08:25,Ponto 4,Lorena/Gabriel/Pablo/Thalita,Solanum,laranjinha,
2024-10-24,08:26,Ponto 4,Lorena/Gabriel/Pablo/Thalita,Troglodytes musculus,curruíra,
2024-10-24,08:26,Ponto 4,Lorena/Gabriel/Pablo/Thalita,Patagioenas picazuro,asa-branca,
2024-10-24,08:26,Ponto 4,Lorena/Gabriel/Pablo/Thalita,Sicalis flaveola,canário-da-terra,
2024-10-24,08:26,Ponto 4,Lorena/Gabriel/Pablo/Thalita,Xylocopa frontalis,mamangava,
2024-10-24,08:26,Ponto 4,Lorena/Gabriel/Pablo/Thalita,Pitangus sulphuratus,bem-te-vi,
2024-10-24,08:26,Ponto 4,Lorena/Gabriel/Pablo/Thalita,Turnera subulata,xanana,
2024-10-24,08:26,Ponto 4,Lorena/Gabriel/Pablo/Thalita,Evolvulus nummularius,,
2024-10-24,08:28,Ponto 4,Lorena/Gabriel/Pablo/Thalita,Solanum,jurubeba,
2024-10-24,08:28,Ponto 4,Lorena/Gabriel/Pablo/Thalita,Cyperus rotundus,tiririca,
2024-10-24,08:28,Ponto 4,Lorena/Gabriel/Pablo/Thalita,Coereba flaveola,cambacica,
2024-10-24,08:28,Ponto 4,Lorena/Gabriel/Pablo/Thalita,Atta,saúva,
2024-10-24,08:28,Ponto 4,Lorena/Gabriel/Pablo/Thalita,Aedes aegypti,mosquito-da-dengue,
2024-10-24,08:29,Ponto 4,Lorena/Gabriel/Pablo/Thalita,Passer domesticus,pardal,
2024-10-24,08:29,Ponto 4,Lorena/Gabriel/Pablo/Thalita,Columbina talpacoti,rolinha-roxa,
2024-10-24,08:30,Ponto 4,Lorena/Gabriel/Pablo/Thalita,Pygochelidon cyanoleuca,andorinha-pequena-de-casa,
2024-10-24,08:30,Ponto 4,Lorena/Gabriel/Pablo/Thalita,Phoebis,borboleta-amarela,
2024-10-24,08:33,Ponto 4,Lorena/Gabriel/Pablo/Thalita,Indigofera hirsuta,anileira,
2024-10-24,08:33,Ponto 4,Lorena/Gabriel/Pablo/Thalita,Tridax procumbens,erva-de-touro,
2024-10-24,08:34,Ponto 4,Lorena/Gabriel/Pablo/Thalita,Gomphrena celosioides,perpétua-branca,
2024-10-24,08:34,Ponto 4,Lorena/Gabriel/Pablo/Thalita,Tridax procumbens,erva-de-touro,
2024-10-24,08:34,Ponto 4,Lorena/Gabriel/Pablo/Thalita,Amaranthus viridis,caruru-de-mancha,
2024-10-24,08:34,Ponto 4,Lorena/Gabriel/Pablo/Thalita,Odonata,libélula,
2024-10-24,08:35,Ponto 4,Lorena/Gabriel/Pablo/Thalita,Euphorbia hirta,erva-de-santa-luzia,
2024-10-24,08:36,Ponto 3,Lorena/Gabriel/Pablo/Thalita,Turnera subulata,xanana,
2024-10-24,08:36,Ponto 3,Lorena/Gabriel/Pablo/Thalita,Troglodytes musculus,curruíra,
2024-10-24,08:36,Ponto 3,Lorena/Gabriel/Pablo/Thalita,Cyanthillium cinereum,emília,
2024-10-24,08:36,Ponto 3,Lorena/Gabriel/Pablo/Thalita,Todirostrum cinereum,ferreirinho-relógio,
2024-10-24,08:36,Ponto 3,Lorena/Gabriel/Pablo/Thalita,Solanum,laranjinha,
2024-10-24,08:36,Ponto 3,Lorena/Gabriel/Pablo/Thalita,Tillandsia stricta,cravo-do-mato,
2024-10-24,08:36,Ponto 3,Lorena/Gabriel/Pablo/Thalita,Coereba flaveola,cambacica,
2024-10-24,08:36,Ponto 3,Lorena/Gabriel/Pablo/Thalita,Columbina talpacoti,rolinha-roxa,
2024-10-24,08:36,Ponto 3,Lorena/Gabriel/Pablo/Thalita,Sicalis flaveola,canário-da-terra,
2024-10-24,08:37,Ponto 3,Lorena/Gabriel/Pablo/Thalita,Daphnia sp.,pulga-d'água,
2024-10-24,08:37,Ponto 3,Lorena/Gabriel/Pablo/Thalita,Todirostrum cinereum,ferreirinho-relógio,
2024-10-24,08:37,Ponto 3,Lorena/Gabriel/Pablo/Thalita,Eulimnia sp.,,
2024-10-24,08:38,Ponto 3,Lorena/Gabriel/Pablo/Thalita,Fluvicola nengeta,lavadeira-mascarada,
2024-10-24,08:38,Ponto 3,Lorena/Gabriel/Pablo/Thalita,Empoasca kraemeri,cigarrinha-verde,
2024-10-24,08:39,Ponto 3,Lorena/Gabriel/Pablo/Thalita,Neoponera foetida,formiga,
2024-10-24,08:41,Ponto 3,Lorena/Gabriel/Pablo/Thalita,Leucaena leucocephala,leucena,
2024-10-24,08:42,Ponto 3,Lorena/Gabriel/Pablo/Thalita,Pygochelidon cyanoleuca,andorinha-pequena-de-casa,
2024-10-24,08:43,Ponto 2,Lorena/Gabriel/Pablo/Thalita,Vanellus chilensis,quero-quero,
2024-10-24,08:43,Ponto 2,Lorena/Gabriel/Pablo/Thalita,Athene cunicularia,coruja-buraqueira,
2024-10-24,08:43,Ponto 2,Lorena/Gabriel/Pablo/Thalita,Odonata,,
2024-10-24,08:43,Ponto 2,Lorena/Gabriel/Pablo/Thalita,Tillandsia stricta,cravo-do-mato,
2024-10-24,08:43,Ponto 2,Lorena/Gabriel/Pablo/Thalita,Indigofera hirsuta,anileira,
2024-10-24,08:43,Ponto 2,Lorena/Gabriel/Pablo/Thalita,Alysicarpus vaginalis,,
2024-10-24,08:43,Ponto 2,Lorena/Gabriel/Pablo/Thalita,Desmodium incanum,pega-pega,
2024-10-24,08:44,Ponto 2,Lorena/Gabriel/Pablo/Thalita,Macroptilium atropurpureum,feijão-de-pombo,
2024-10-24,08:44,Ponto 2,Lorena/Gabriel/Pablo/Thalita,Cyperus rotundus,tiririca,
2024-10-24,08:44,Ponto 2,Lorena/Gabriel/Pablo/Thalita,Panicum maximum,capim-colonião,
2024-10-24,08:44,Ponto 2,Lorena/Gabriel/Pablo/Thalita,Mimosa pudica,dormideira,
2024-10-24,08:44,Ponto 2,Lorena/Gabriel/Pablo/Thalita,Cissus verticillata,uva-do-mato,
2024-10-24,08:44,Ponto 2,Lorena/Gabriel/Pablo/Thalita,Acromyrmex sp.,quém-quém,
2024-10-24,08:46,Ponto 2,Lorena/Gabriel/Pablo/Thalita,Alternanthera ficoidea,quebra-panela,
2024-10-24,08:46,Ponto 2,Lorena/Gabriel/Pablo/Thalita,Talinum fruticosum,beldroega-grande,
2024-10-24,08:46,Ponto 2,Lorena/Gabriel/Pablo/Thalita,Spermacoce verticillata,vassourinha-de-botão,
2024-10-24,08:46,Ponto 2,Lorena/Gabriel/Pablo/Thalita,Turnera subulata,xanana,
2024-10-24,08:46,Ponto 2,Lorena/Gabriel/Pablo/Thalita,Oxalis corniculata,trevo-azedinho,
2024-10-24,08:46,Ponto 2,Lorena/Gabriel/Pablo/Thalita,,joaninha sp2,
2024-10-24,08:49,Ponto 2,Lorena/Gabriel/Pablo/Thalita,Furnarius figulus,casaca-de-couro-de-lama,
2024-10-24,08:49,Ponto 2,Lorena/Gabriel/Pablo/Thalita,Pitangus sulphuratus,bem-te-vi,
2024-10-24,08:49,Ponto 2,Lorena/Gabriel/Pablo/Thalita,Pygochelidon cyanoleuca,andorinha-pequena-de-casa,
2024-10-24,08:50,Ponto 2,Lorena/Gabriel/Pablo/Thalita,Schinus terebinthifolia,aroeira,
2024-10-24,08:50,Ponto 2,Lorena/Gabriel/Pablo/Thalita,Termitoidea,cupim,
2024-10-24,08:53,Ponto 1,Lorena/Gabriel/Pablo/Thalita,Zenaida auriculata,pomba-de-bando,
2024-10-24,08:53,Ponto 1,Lorena/Gabriel/Pablo/Thalita,Desmodium incanum,pega-pega,
2024-10-24,08:53,Ponto 1,Lorena/Gabriel/Pablo/Thalita,Oxalis barrelieri,azedinha,
2024-10-24,08:53,Ponto 1,Lorena/Gabriel/Pablo/Thalita,Fluvicola nengeta,lavadeira-mascarada,
2024-10-24,08:55,Ponto 1,Lorena/Gabriel/Pablo/Thalita,Tillandsia stricta,cravo-do-mato,
2024-10-24,08:55,Ponto 1,Lorena/Gabriel/Pablo/Thalita,Tyrannus melancholicus,suiriri,
2024-10-24,08:55,Ponto 1,Lorena/Gabriel/Pablo/Thalita,Tridax procumbens,erva-de-touro,
2024-10-24,08:55,Ponto 1,Lorena/Gabriel/Pablo/Thalita,Priva lappulacea,carrapicho,
2024-10-24,08:55,Ponto 1,Lorena/Gabriel/Pablo/Thalita,Aratinga aurea,periquito-rei,
2024-10-24,08:55,Ponto 1,Lorena/Gabriel/Pablo/Thalita,Trigona spinipes,abelha-cachorro,
2024-10-24,08:56,Ponto 1,Lorena/Gabriel/Pablo/Thalita,Sicalis flaveola,canário-da-terra,
2024-10-24,08:57,Ponto 1,Lorena/Gabriel/Pablo/Thalita,Polistes lanio,marimbondo,
2024-10-24,08:57,Ponto 1,Lorena/Gabriel/Pablo/Thalita,Cyanthillium cinereum,emília,
2024-10-24,08:57,Ponto 1,Lorena/Gabriel/Pablo/Thalita,Eulaema nigrita,abelha-de-orquídea,
2024-10-24,08:57,Ponto 1,Lorena/Gabriel/Pablo/Thalita,Pygochelidon cyanoleuca,andorinha-pequena-de-casa,
2024-10-24,08:57,Ponto 1,Lorena/Gabriel/Pablo/Thalita,Zenaida auriculata,pomba-de-bando,
2024-10-24,08:58,Ponto 1,Lorena/Gabriel/Pablo/Thalita,Alysicarpus vaginalis,,
2024-10-24,08:58,Ponto 1,Lorena/Gabriel/Pablo/Thalita,Nephilingis cruentata,maria-bola,
2024-10-24,08:58,Ponto 1,Lorena/Gabriel/Pablo/Thalita,Pseudomyrmex,maria-magra,
2024-10-24,08:58,Ponto 1,Lorena/Gabriel/Pablo/Thalita,Tyrannus melancholicus,suiriri,
2024-10-24,08:58,Ponto 1,Lorena/Gabriel/Pablo/Thalita,Myiozetetes similis,bentevizinho-de-penacho-vermelho,
2024-10-24,08:59,Ponto 1,Lorena/Gabriel/Pablo/Thalita,Columbina talpacoti,rolinha-roxa,
2024-10-24,08:59,Ponto 1,Lorena/Gabriel/Pablo/Thalita,Columbina picui,rolinha-picuí,
2024-10-24,08:59,Ponto 1,Lorena/Gabriel/Pablo/Thalita,Coragyps atratus,urubu-de-cabeça-preta,
2024-10-24,09:01,Ponto 1,Lorena/Gabriel/Pablo/Thalita,Lantana camara,lantana,
2024-10-24,09:01,Ponto 1,Lorena/Gabriel/Pablo/Thalita,Macroptilium atropurpureum,feijão-de-pombo,
2024-10-24,09:01,Ponto 1,Lorena/Gabriel/Pablo/Thalita,Setaria parviflora,capim-rabo-de-raposa,
2024-10-24,09:01,Ponto 1,Lorena/Gabriel/Pablo/Thalita,Spermacoce verticillata,vassourinha-de-botão,
2024-10-24,09:01,Ponto 1,Lorena/Gabriel/Pablo/Thalita,Turnera subulata,xanana,
2024-10-24,09:01,Ponto 1,Lorena/Gabriel/Pablo/Thalita,Molothrus bonariensis,chupim,
2024-10-24,09:01,Ponto 1,Lorena/Gabriel/Pablo/Thalita,Pitangus sulphuratus,bem-te-vi,
2024-10-24,09:04,Ponto 1,Lorena/Gabriel/Pablo/Thalita,Chionomesa fimbriata,beija-flor-de-garganta-verde,
2024-10-24,09:04,Ponto 1,Lorena/Gabriel/Pablo/Thalita,Hemiargus hanno,borboleta-azulzinha-do-trevo,
2014-10-31,,,,,,"O MONITORAMENTO FOI REALIZADO APÓS DIAS CHUVOSOS, ALÉM DA UM UENF ESTAVA PASSANDO POR LIMPEZA. FOI OBSERVADO GRANDE QUANTIDADE DE COGUMELOS, BORBOLETAS, ANTES NÃO VISTO"
2024-10-31,06:06,Ponto 1,Lorena/Gabriel/Pablo/Clarisse/Hugo,Tyrannus melancholicus,suiriri,
2024-10-31,06:06,Ponto 1,Lorena/Gabriel/Pablo/Clarisse/Hugo,Pitangus sulphuratus,bem-te-vi,
2024-10-31,06:06,Ponto 1,Lorena/Gabriel/Pablo/Clarisse/Hugo,Zenaida auriculata,pomba-de-bando,
2024-10-31,06:06,Ponto 1,Lorena/Gabriel/Pablo/Clarisse/Hugo,Vanellus chilensis,quero-quero,
2024-10-31,06:07,Ponto 1,Lorena/Gabriel/Pablo/Clarisse/Hugo,Sicalis flaveola,canário-da-terra,
2024-10-31,06:07,Ponto 1,Lorena/Gabriel/Pablo/Clarisse/Hugo,Elaenia flavogaster,guaracava-de-barriga-amarela,
2024-10-31,06:08,Ponto 1,Lorena/Gabriel/Pablo/Clarisse/Hugo,Passer domesticus,pardal,
2024-10-31,06:08,Ponto 1,Lorena/Gabriel/Pablo/Clarisse/Hugo,Machetornis rixosa,suiriri-cavaleiro,
2024-10-31,06:08,Ponto 1,Lorena/Gabriel/Pablo/Clarisse/Hugo,Guira guira,anú-branco,
2024-10-31,06:08,Ponto 1,Lorena/Gabriel/Pablo/Clarisse/Hugo,Euphonia chlorotica,fim-fim,
2024-10-31,06:10,Ponto 1,Lorena/Gabriel/Pablo/Clarisse/Hugo,Thraupis sayaca,sanhaço-cinzento,
2024-10-31,06:12,Ponto 1,Lorena/Gabriel/Pablo/Clarisse/Hugo,Tridax procumbens,erva-de-touro,
2024-10-31,06:12,Ponto 1,Lorena/Gabriel/Pablo/Clarisse/Hugo,Boerhavia diffusa,erva-tostão,
2024-10-31,06:13,Ponto 1,Lorena/Gabriel/Pablo/Clarisse/Hugo,Setaria parviflora,capim-rabo-de-raposa,
2024-10-31,06:15,Ponto 1,Lorena/Gabriel/Pablo/Clarisse/Hugo,Digitaria insularis,capim-amargoso,
2024-10-31,06:15,Ponto 1,Lorena/Gabriel/Pablo/Clarisse/Hugo,Spermacoce verticillata,vassourinha,
2024-10-31,06:15,Ponto 1,Lorena/Gabriel/Pablo/Clarisse/Hugo,Cyperus rotundus,tiririca,
2024-10-31,06:15,Ponto 1,Lorena/Gabriel/Pablo/Clarisse/Hugo,Desmodium incanum,pega-pega,
2024-10-31,06:15,Ponto 1,Lorena/Gabriel/Pablo/Clarisse/Hugo,Mormodica charantia,melão-de-são-caetano,
2024-10-31,06:16,Ponto 1,Lorena/Gabriel/Pablo/Clarisse/Hugo,Tillandsia stricta,cravo-do-mato,
2024-10-31,06:16,Ponto 1,Lorena/Gabriel/Pablo/Clarisse/Hugo,Heliocarpus terebinthinaceus,,
2024-10-31,06:17,Ponto 1,Lorena/Gabriel/Pablo/Clarisse/Hugo,Cleome aculeata,,
2024-10-31,06:17,Ponto 1,Lorena/Gabriel/Pablo/Clarisse/Hugo,Portulaca oleracea,beldroega,
2024-10-31,06:17,Ponto 1,Lorena/Gabriel/Pablo/Clarisse/Hugo,Emilia sonchifolia,serralinha,
2024-10-31,06:18,Ponto 1,Lorena/Gabriel/Pablo/Clarisse/Hugo,Hemiargus hanno,borboleta-azulzinha-do-trevo,
2024-10-31,06:18,Ponto 1,Lorena/Gabriel/Pablo/Clarisse/Hugo,Eulaema nigrita,abelha-de-orquídea,
2024-10-31,06:18,Ponto 1,Lorena/Gabriel/Pablo/Clarisse/Hugo,Sida acuta,reloginho,
2024-10-31,06:19,Ponto 1,Lorena/Gabriel/Pablo/Clarisse/Hugo,Cyanthillium cinereum,emília,
2024-10-31,06:20,Ponto 1,Lorena/Gabriel/Pablo/Clarisse/Hugo,Talinum fruticosum,beldroega-grande,
2024-10-31,06:20,Ponto 1,Lorena/Gabriel/Pablo/Clarisse/Hugo,Priva lappulacea,carrapicho,
2024-10-31,06:20,Ponto 1,Lorena/Gabriel/Pablo/Clarisse/Hugo,Lantana camara,lantana,
2024-10-31,06:20,Ponto 1,Lorena/Gabriel/Pablo/Clarisse/Hugo,Tyrannus savana,tesourinha,
2024-10-31,06:21,Ponto 1,Lorena/Gabriel/Pablo/Clarisse/Hugo,Picumnus cirratus,picapauzinho-barrado,
2024-10-31,06:23,Ponto 1,Lorena/Gabriel/Pablo/Clarisse/Hugo,Emilia fosbergii,falsa-serralha,
2024-10-31,06:23,Ponto 1,Lorena/Gabriel/Pablo/Clarisse/Hugo,Patagioenas picaruzo,asa-branca,
2024-10-31,06:23,Ponto 1,Lorena/Gabriel/Pablo/Clarisse/Hugo,Phyllanthus tenellus,quebra-pedra,
2024-10-31,06:23,Ponto 1,Lorena/Gabriel/Pablo/Clarisse/Hugo,Euphorbia hirta,erva-de-santa-luzia,
2024-10-31,06:23,Ponto 1,Lorena/Gabriel/Pablo/Clarisse/Hugo,Indigofera hirsuta,anileira,
2024-10-31,06:24,Ponto 2,Lorena/Gabriel/Pablo/Clarisse/Hugo,Mimosa pudica,dormideira,
2024-10-31,06:24,Ponto 2,Lorena/Gabriel/Pablo/Clarisse/Hugo,Athene cunicularia,coruja-buraqueira,
2024-10-31,06:24,Ponto 2,Lorena/Gabriel/Pablo/Clarisse/Hugo,Spermacoce verticillata,vassourinha,
2024-10-31,06:25,Ponto 2,Lorena/Gabriel/Pablo/Clarisse/Hugo,Agaricus,cogumelo,
2024-10-31,06:25,Ponto 2,Lorena/Gabriel/Pablo/Clarisse/Hugo,Desmodium incanum,pega-pega,
2024-10-31,06:26,Ponto 2,Lorena/Gabriel/Pablo/Clarisse/Hugo,Indigofera hirsuta,anileira,
2024-10-31,06:26,Ponto 2,Lorena/Gabriel/Pablo/Clarisse/Hugo,Acromyrmex,saúva,
2024-10-31,06:27,Ponto 2,Lorena/Gabriel/Pablo/Clarisse/Hugo,Pitangus sulphuratus,bem-te-vi,
